id,question,option1,option2,option3,option4,correct_option_number
92673654-843d-4cc5-85d0-cf41166b7d00,Following is true,Psychogenic seizure- Decreased prolactin,Organic siezure - normal prolactin,Sleep - Increased prolactin,Hyperthyroidism - Increased prolactin,3
87af7f29-9c23-4e93-8ad5-609833205e10,Disorientation occurs in,Schizophrenia,Organic Brain Syndrome,Depression,Mania,2
9f624eff-f0aa-41e1-bf2e-ed1bb7254349,1st line treatment for smoking cessation includes,Noriptyline,Clonidine,Varenicline,Buspirone,3
0066e461-348a-4942-b422-ae984ec11fff,"In a chronic alcoholic, Wernicke's encephalopathy can be prevented by: March 2013 (g)",I/V saline,Large amount of glucose,Imipramine,Thiamine supplement,4
dc7446a7-4d0a-4ecc-a018-c6e60faa4710,What is the incidence rate of schizophrenia in general population?,0.50%,1%,1.50%,2%,1
10be32b5-b090-4895-91cd-2199f98060f9,Antipsychotic drug causing retinal pigment disorder is?,Thiaoridazine,Clozapine,Chlorpromazine,None of the above,1
a8229125-979b-47d0-9128-d8b3e4c31084,Best therapy suited to teach daily life skill to a mentally challenged child-,CBT (Cognitive Behaviour Therapy),Contigency,Cognitive reconstruction,Self instruction,2
7f8f999f-7477-48c7-924b-bb972ba585d7,In korsakoff psychosis all are seen except :,Loss of remote memory,Loss of intellectual function but preservation of memory,Loss of intellectual function but preservation of memory,Reversible State,1
1f2b521f-4c86-492f-b5f5-a78289e18cce,Fear of being in places or situations from which escape might be difficulty embarrassing or which help may be unavailable in the event of having panic attack. This condition is called,Social Phobia,Zoophobia,Acrophobia,Agoraphobia,4
e8b27d33-207a-42ef-98d4-929ffa6ecb8e,"For each description, choose the neurotransmitter with which it is usually associated: Ingestion of l-tryptophan increases the levels of this substance in the brain.",Serotonin,Norepinephrine,Dopamine,Acetylcholine,1
12f1a353-296e-4c6e-a40f-c15512da12bd,Schizophrenia results with ?,Increased GABA,Decreased norepinephrine,Increased dopaminergic activity,Decreased dopaminergic activity,3
52ea7212-1ae6-4898-8999-63579eca152d,Oniomania is a disorder of compulsive -,Buying,Cellular phone use,Internet use,Selfmultilation,1
12a19df6-7bfd-4e06-8c37-e70a6a7e3449,Formed visual hallucinations are seen in lesion of,Frontal,Occipital,Temporal,Arcuate fasciculus,2
59c9bfe2-69d5-4fbc-bcb6-790f2bec80c1,Treatment modality NOT used in ADHD includes,Clonidine,Atomoxetine,Dexamphetamine,Haloperidol,4
f61060ec-6282-43f3-bdf3-b520620fab02,"Formication and delusion of persecution, both are together seen in",LSD psychosis,Amphetamine psychosis,Cocaine psychosis,Cannabis psychosis,3
d4982ec1-5e03-4092-908c-e93f0bee9c91,Daily depressed mood for minimum____ weeks is must to classify someone as suffering from major depression disease,1,2,3,4,2
ee502996-f90e-443a-a936-fd8ad31cfea3,Delusion is a disorder of -,Thought,Perception,Affect,Emotions,1
a5971a11-8714-4067-9ace-2865143be376,The 4 A's of schizophrenia given by Blueler includes all the following except,Ambivalence,Affect disturbance,Association disturbance,Auditory hallucination,4
814dae62-39ad-4d92-8e42-64e8b3561bb9,"Shailza, a 40-year-old female is having headache for the past 6 months. All her investigations were normal. She had several consultations and she had no relief of her symptoms. She still believes that she has some problem in her brain. Likely diagnosis could be:September 2010",Acute mania,Acute depression,Psychogenic headache,Hypochondriasis,4
7d07b91d-67ee-4105-8f7b-50e775d25a7d,Patients who are grandiose and require admiration from others has which type of personality?,Narcissistic,Histrionic,Borderline,Antisocial,1
bb238b50-9b74-4f6a-91db-c01a660c6a95,Cage test is used for diagnosis of -,Opioid abuse,Schizophrenia,Alcoholism,Paranoid Psychosis,3
4c53bbde-908c-45e2-8fce-69a128017fac,Which of the following statements is true regarding transcranial magnetic stimulation (TMS)?,Does not require general anesthesia.,Seizures not required for therapeutic effects.,Non-invasive CNS stimulant.,All of the above,4
70e79987-4297-401e-9311-00bfe17c15fd,True about dual sex therapy is:,Patient alone is not treated,Uses sildenafil,It treats sexual perversion,It is used for people with dual gender identities,1
e34ef6ed-23a2-41fc-9ba5-2e492f8c1acc,Which of the following conditions is characterized by episodes of excessive and uncontrolled eating:,Anorexia nervosa,Bulimia nervosa,Body dysmorphophobia,All of the above,2
841a6c4b-dea9-455e-9d0a-f3fe938ec85e,In OCD treatment is based on -,Serotonergic receptor,Dopaminergic receptor,NA receptor,Glutamate receptor,1
f21c43d1-6318-4f89-a8a5-e5aaf91641a2,A 25 year old female says her jawline is too long. Her husband and family members do not feel the same. She consulted many plastic surgeons but none of them advised any modification. What is she suffering from?,Body Dysmorphic disorder,Hypochondriasis,Somatization disorder,Delusional disorder,4
7c9b4d7b-6290-430f-a097-96d88c65ecd8,Z tracking technique is used in?,Administering long acting antipsychotic,Lithium monitoring,Carbamazepine monitoring,Nicotine patch,1
9541efe8-b434-4a26-8735-413d89043be5,Drug of choice for bipolar mood disorder -,Carbamazepinc,Lithium carbonate,Imipramine,Buspirone,2
33181f0d-df74-4afc-b8a2-e1f75274a477,Which of the following statement(s) is false with respect to Borderline personality disorder?,It is also called emotionally unstable personality disorder,Parasuicide risk is high,Suicide risk is high,Remain in a stable relationship for a long time,4
95582f8b-24f7-4b09-92db-87689ea994b0,An old man is diagnosed of having major depressive disorder. His son is telling that he always shows suicidal tendencies. What is the treatment of choice for depression with suicidal tendencies?,Clozapine,Miazapine,ECT,Olanzapine,3
0756bd93-d85e-4fbd-9f08-e6e513f2d239,Lithium use in pregnancy leads to which of the following effect on baby?,CVS defect,Urogenital defect,Neural tube defect,Facial defects,1
8e499cc8-3e71-4323-bbd5-93ed309c58dc,"A 31-year-old male was brought to the emergency room by a colleague after having a seizure at work. The colleague repoed that over last 6 months the man would frequently come late to office and was given warnings for the same reason.The colleague also stated that he would often come to office after consuming alcohol, was seen with clenched fists and grinding his teeth most of the time and was once caught by boss while he was using alcohol in office. Patients mother had expired two days back, and he was in his house for last two days and had just joined the office today. What is the likely diagnosis",Primary seizure disorder,Cerebral hemorrhage,Malingering,Alcohol withdrawal,4
22837d57-8ff8-4939-86d9-8c8c5fb34d5e,Which of the following neurotransmitters are decreased in alzheimers disease?,Acetylcholine,Norepinephrine,Coicotropin,All the above,4
dfea229a-a830-4771-b58a-dd1b16d34898,Strong belief about something but which lacks complete conviction,Delusion,Phobia,Obsession,Over valued belief,4
8aa125fc-019f-44b0-8469-82db487d4a42,"In schizophrenia, FALSE is: September 2012",3rd person auditory hallucination,Formal thought disorder,Inappropriate emotions,Sustained mood changes,4
ca50e85b-d5d1-4a92-8ac2-c085203d274c,Side effects of fluoxetine are A/E,Weight gain,Sweating,Urinary retention,Diarrhoea,3
a0ca7622-8b94-43df-9660-4ec078cf09c8,"A 5-year-old boy with normal motor skills has severe language delay, shows no interest in interacting with other children or with adults, and spends a lot of time spinning around. The most likely diagnosis for this child is",Attention deficit hyperactivity disorder (ADHD),Rett syndrome,Conduct disorder,Infantile autism,4
64de6c68-8c53-4961-b6ae-bf0986083b92,Antipsychotic drug available as a depot preparation:,Aripiprazole,Fluphenazine decanoate,Trifluperazine,Fluphenazine,2
7c8d52c2-e81a-4d7b-a297-bb06ceca7ea3,Modafinil is used for,Narcolepsy,Psychogenic erectile dysfunction,OCD,Orthostatic hypotension,1
d6b0aba4-34f4-4b96-bc12-b5872acfd398,"All are true about ICD 10, EXCEPT:",Revised every 10 years,Done by UNICEF,Accepted internationally and nationally,Contains 21 major chapters,2
3d5ce6e9-5ec4-4791-9461-2a0b9e3f322b,"In depressions, there is deficiency of ?",5-HT,Acetylcholine,Dopamine,GABA,1
13400bc8-4a2e-4a9a-8472-6090f5cb711b,The site of lesion in korsakoff psychosis is,Frontal lobe,Corpus striatum,Mamillary body,Cingulated gyrus,3
d968965f-da16-463a-bb7d-01e01f4e03e7,Drugs used for recurrant depressive episode:,Imipramine,Carbazepine,,Na valproate,1
9570fd75-8938-44be-9905-d458c991b390,Following are predispositions of Alzheimer's disease except:,Down's syndrome,Head trauma,Smoking,Low education group,3
d0bc8f03-749d-4e8e-b804-73e00b7781ad,A girl with bad behavior like smashing and throwing objects was admitted in the hospital. There also she was behaving very badly with staff & abusing nurses. But she behaves very well with a one very good looking resident doctor. Diagnosis is?,Bipolar disorder,Schizoaffective disorder,Borderline personality disorder,Antisocial personality,0
21179807-79a8-4bc2-831a-a2cebf4fa152,False regarding type A personality,Hostile,Time pressure,Competitiveness,Mood fluctuations,4
4c185739-7985-488b-8c6c-f3f0480e724c,Magnan phenomenon is associated with which of the following drug use?,Cocaine,Cannabis,Alcohol,Tobacco,1
05af38ef-cf27-4c14-a8d0-37a0f40d94f2,A middle-aged man complains of lack of sleep during the night time. The duration of the time he is truly asleep or awake can be asceained by which of the following?,Barograph,Kymograph,Actigraphy,Plethysmography,3
3bec1100-b202-43d3-9089-93db6dc7c9f1,A 23 year old boy with schizophrenia is well maintained on risperidone for the last 2 months. He has no family history of the disease. For how long will you continue treatment in this patient?,5 years,6 months,2 years,12 months,3
4f5beb3c-3ed6-497c-be64-e36a9c8da912,Most common delusional disorder in male,persecutory,grandiose,erotomanic,jealousy,3
d6fada37-4993-45c9-b5cc-52c361e7984b,A girl with normal milestones spends her time seeing her own hand and does not interact with others. What is the likely diagnosis?,ADHD,Autism,Asperger's syndrome,Rett's disorder,3
00f95184-0734-41ae-a175-71667a3e1c98,vilazadone is a,SSRI,SARI,SNRI,SPARI,4
5faae029-cbba-42a0-a014-648e8f3d73ef,. medical uses of cannabis is all except,anti epileptics,anti emetic,anti glaucoma,anti platelet,4
2fbff252-e345-45d1-b5be-1f6592d206e4,Most common phobia,Specific phobia,Social phobia,Agarophobia,Claustrophobia,1
e573d539-5fda-4e90-84a3-6c92ad4ddbbc,Phobia in elevator is an example of?,Acrophobia,Social phobia,Claustrophobia,Algophobia,3
97f3ffe1-7865-4843-ae90-530f74a04d9f,A girl feels very depressed as her father died one month back. She feels moody and won't join with others and she thinks about joining her father. The most likely diagnosis is:,Post traumatic stress disorder,Grief,Depression,Bipolar disorder,2
08794c53-54d2-4ca5-a273-ccae11ca18e8,Repressed information can be brought into conscious mind by all except ?,Dream,Focused attention,Hypnosis,Somatic stimulation,2
12d4921b-c020-4085-aa19-cf5cdc2316ac,"A 14 year old boy has difficulty expressing himself in writing and makes frequent spelling mistakes, does not follow instruction and cannot wait for his turn while playing a game. He is likely to be suffering from -",Mental retardation,Lack of interest in studies,Specific learning disability,Examination anxiety,3
3db1b9ee-4f47-4fc2-8283-4cd25d238392,According to disabilities ACT 1995. Seventh disability is usually refferred to as ?,Neurological abnormality,Mental illness,Substance abuse,Disability due to road traffic accident,2
e4ec39aa-1cca-4232-aa31-9a3f3cd152cf,"A 20 year old female repos that she was raised by an abusive father when she was young. Although he has changed and is no longer abusive towards her, she still becomes anxious as soon as she sees him. What is the best explanation for her anxiety based on psychological theory?",Classical conditioning,Operant conditioning,Free association,Reaction formation,1
dbfae1ec-3951-4bde-94e5-412a1939772c,"A 15 year old child comes with multiple movements of hand and whistling sounds, which are preceded by premonitory urge and is unable to do work at school and at home and leads to distress. These had an onset when he was 10 years age. He showed some improvement with haloperidol. What is the diagnosis?",Generalized anxiety disorder,Obsessive-compulsive disorder,Panic disorder,Tourette's syndrome,4
ba545ddb-60be-4355-bf26-c91a1502ad72,A 15 year old boy feels that the dirt has hung onto him whenever he passes through the dirty street. This repetitive thought causes much distress and anxiety. He knows that there is actually no such thing after he has cleaned once but he is not satisfied and is compelled to think so. This has led to social withdrawal. He spends much of his time thinking about dirt and contamination. This has affected his studies also. The most likely diagnosis is -,Obsessive compulsive disorder,Conduct disorder,Agoraphobia,Adjustment disorder,1
31c22ffc-5b22-4905-91b0-c0e1e197f06e,"Learning involves all except,",Modeling,Catharsis,Response prevention,Exposure,2
0608809c-d4ab-48cd-bdc1-4529fa788192,Hysteria is characterized by,Flight of ideas,Pressure on speech,Indifferene to suffering,Autistic Thinking,3
aa5d344a-944f-4009-8eab-19c227b456c8,A woman comes to psychiatrist with history of spending a lot of time in washing her hands. She is distressed about it but says that she is not able to stop washing. This has staed to affect her social life as well. What is the best mode of treatment for her?,Cognitive behavioral therapy,Exposure and response prevention,Systematic desensitization,Pharmacological agents,2
9623b082-f46c-4d99-afe4-044d85bdda6d,What psychopathology does the term 'perseveration' describe?,Patient feeling very distressed,Characteristic feature of schizophrenia,Characteristic of obsessive compulsive disorder (OCD),Persistent and inappropriate repetition of the same thoughts,4
116927cb-b3d1-4913-ac37-95a7cb60fa76,Subcoical dementia is seen in all Except:,Parkinsonism,Alzheimers disease,Wilsons disease,Huntingtons chorea,2
e0dae4b5-0f16-4bb8-bfb9-b6055ff04161,Which of the following is most common among all psychiatric disorders?,Depression,Anxiety disorder,OCD,Delusional disorder,2
e64863b6-ded9-4aa5-b987-b06de7b394d3,Person preoccupied by worries about ill health is :,Hypochondriac,Maniac,Depressed,Delirium,1
c1b1cf22-18bf-40c6-a8b2-f757d56d8a0e,Sleep disturbances are diagnosed by -,Polysomnography,Oximetry,Echocardiography,Orthography,1
36384244-74f5-493c-b354-79c375bb8b6e,Which of the following will have an organic cause?,Schizophrenia,Delirium,Anxiety,Obsessive compulsive disorder,2
f1a6964e-f18f-4dc2-9fdd-b63fadaba93b,Disruption or disorganization of biological rhythm is observed in -,Schizophrenia,Anxiety,Depression,Mania,3
05521f5c-07a7-466d-98b4-ca332c9f442d,"A 26-year-old primary school teacher, presents to you with extreme distress. She says that her life is badly affected and she has intrusive thoughts that she recognises as senseless. She is forced to check the class room lock frequently and and hence leaves the school very late. She worries that she has left something impoant inside. She has similar problems with food checking and checking the envelops before send out any posts. At present she follows a strict set of routines for most routine activities. All of the following are good long term treatment options for Leela, EXCEPT:",Exposure and Response prevention,Clomipramine,Fluoxetine,Diazepam,4
f80b6de1-faec-46a7-8478-ea653a559f1e,A person preoccupied with worries about falling ill is,Maniac,Hypochondriac,Depressed,Delirium,2
71cf4cc0-14fb-41e5-a5db-ac81e7ead944,All of the following suggests of organic disease except :,Early age onset,Absence of family history of psychiatric illness,Absence of previous history of psychiatric illness,Absence of any apparent psychological precipitant,1
85f512a5-2d0a-4fd6-a485-da9b5c7bb423,Which of the following is the right order of psycho-sexual development:-,Oral - Phallic - Anal - Latent - Genital,Oral - Anal - Latent - Phallic - Genital,Anal - Oral - Phallic - Genital - Latent,Oral-Anal-Phallic-Latent - Genital phase,4
e9562d9a-3170-4c67-9f17-b93c527006eb,"Rathi, 26 years old female diagnosed to be suffering from depression. Now for the past 2 days had suicidal tendency, thought & ideas. The best treatment is -",Amitryptiline,Selegiline,Haloperidol + CPZ,ECT,4
e136b65b-de48-4b56-acff-e9670cb292bc,Drug of choice for rapid cycling MDP is,Lithium,Carbamazepine,Sodium valporate,Haloperidol,3
33d91541-4c12-45ff-aa39-fb94fe368186,Maximum benefit from ECT is seen in,Hysteria,Depression with suicidal tendency,Chronic schizophrenia,Mania,2
3f818931-c286-454f-9309-d3fabd7e0b52,Identity the false statement,Delusion & Hallucinations are the positive symptoms of schizophrenia,Hallucinations are absent in Delusional disorder,Symptoms need to be present for 6 months to diagnose as schizophrenia (according to DSM-5),Socially inappropriate behavior is seen in Delusional disorders,4
10e77666-fece-4a36-8053-8522da6966aa,Consultation-liaison (CL) psychiatry involves diagnosing:,Psychiatric illness in medically ill,Medical illness in psychiatric patients,Suicidal tendency in psychiatric patients,Suicidal tendency in medically ill,1
0ee46934-9325-46ec-bd56-97977628bb50,Which of the following waves are seen during meditation?,α,β,γ,δ,3
1078fb08-2ee5-4c1d-8152-111709ae7335,Which among the following is a MAO inhibitor?,Phenelzine,Amitriptyline,Benztropine,Clonazepam,1
d4fe4946-5c1a-46c5-996d-d0047ae6e890,"Odd beliefs, oddities of speech, fantasies mannerism, odd clothing with magical thinking is seen in which type of personality disorder:",Schizoid,Paranoid,Schizotypal,Borderline,3
cd3534d4-0fda-463d-b7c9-107dddbff329,Person A develops hatredness towards person B. But in turn he tells infront of his friends that person B hates him. This is an example of:,Denial,Passive aggression,Projection,Reaction formation,3
9ce9b926-e0b5-4da6-b101-009de12d4e2f,"A 25 year old lady presented with sadness, palpitation, loss of appetite and insomnia. There is no complaint of hopelessness, suicidal thoughts and there is no past history of any precipitating event. She is remarkably well in other areas of life. She is doing her office job normally and her social life is also normal. What is the probable diagnosis in this case?",GAD,Mixed anxiety depression,Adjustment disorder,Mild depressive episode,1
26643c57-d334-4e62-862b-e563b9f1dc28,"A child is suspected of having an autistic disorder. All areTRUE about autism, EXCEPT:",Age between 18-24 months,Child is able to interact,Repetitive behavior is seen,Language is not well developed,2
a0f76de1-50d5-42af-a608-0aec6edbe11e,Drugs abuse with symptoms similar like paranoid schizophrenia are seen in,LSD,Cannabis,Heroin/Cocaine,Amphetamine,4
6dfced63-c7a4-4430-a023-d5024190057f,Mental retardation is diagnosed if I.Q. (Intelligence quotient) is less than :,90,80,70,60,3
9c6dfc53-bdcb-4d5b-a263-6c5330f085bf,Which of the following propeies distingiush Aripiprazole from atypical antipsychotics?,It is a potent 5-HT2A receptor antagonist,Reduced risk of extrapyramidal side effects,It can be used in Schizophrenia,It is not a D2 receptor antagonist,4
28d1d6ae-fe68-4eb3-97df-a6145ab691eb,Which of the following situations is more specific of a panic disorder.,Panic attack at a death funeral,Panic attack at an interview,Panic attack at an exam,Panic attack waking one from sleep,4
cc5a2888-eab9-47d1-9722-255980a973d3,"In personality disorder, features are all except?",Ego dystonia,Stas in childhood,Behavior is maladaptive,Disorder results in personal distress,1
6f9d0a04-ca76-4171-a7da-98d860ce8021,Which of the following statements differe-ntiates the obsessional idea from delusions,The idea is not a conventional belief,The idea is held inspite of contrary evidence,The idea is regarded as senseless by patient,The idea is held on inadequate ground,3
f9817985-fc3e-4185-b984-7ed18f4f72ba,"A 50 year old male presents with a 3 year history of irritability, low mood, lack of interest in Surroundings and general dissatisfaction with everything. There is no significant disruption in his sleep or appetite. He is likely to be suffering from:",Major depression,No psychiatric disorder,Dysthymia,Chronic fatigue syndrome,3
bdf4d20a-e91c-4bd0-9e2e-230e8917a8a8,3rd person hallucinations are characteristic of:March 2011,Depression,Schizophrenia,Obsession,Mania,2
e4ca7fa0-48a4-4f6e-ac64-fb561ca07a65,A 24-year-old woman has clear evidence of bipolar disorder. An adequate trial of lithium therapy has proved unsuccessful. Which of the following drugs would be most reasonable for her psychiatrist to prescribe next?,Chlorpromazine,Carbamazepine,Alprazolam,Amitriptyline,2
53aa60d3-dae9-4a87-83ee-356175d98fdf,Total score in standard minimental status examination (MMSE) is,25,30,32,35,2
9a52f22a-8bbd-4a91-8a04-5f3f0b6e1f2e,"A male child of 15 years, with a mental age of 9 years has an IQ of:",50,60,70,80,2
bbf893f6-557e-429d-baf7-aeb785d51146,The following is a Schneider's first rank symptom-,Persecutory delusion,Voices commenting on actions,Delusion of guilt,Incoherence,2
cd28460c-43bb-4bda-8e36-4fba19074536,Which of the following drug is used for long term maintenance in opioid addiction?,Naloxone,Naloxone,Butylphenol,Methadone,4
e5d9454d-1e05-42fa-9001-0aba50b710b0,Hypnogogic hallucinations are seen in ?,Depression,Mania,Narcolepsy,Schizophrenia,3
71ae477d-513a-433a-a1fc-274ef84cb05b,Organic mental disease is indicated by:,Incoherence,Delusion,Flight of idea,Perseveration of speech,4
3f020b60-da1a-40fa-93eb-462cbcc61ed2,Which of the following is a known adverse effect of lithium?,Agranulocytosis,Altered judgement,Aplastic anemia,Hypothyroidism,4
b31c61dc-21c4-43b2-b5ba-265cd583936e,"A 30 year old man since 2 months suspects that his wife is having an affair with his boss. He thinks his friend is also involved from abroad and is providing technical support. He thinks people talk ill about him. His friends tried to convince him but he is not convinced at all. Otherwise, he is normal, he doesn't have any thought disorder or any other inappropriate behavior. The most likely diagnosis is -",Paranoid personality disorder,Persistent delusion disorder,Schizophrenia,Acute and transient psychosis,2
c4228e50-c3cb-4637-8f7e-a8ddfaf78ed4,Which of the following is TRUE about manic-depressive psychosis?,Cyclothymic disorder consists of mania and less severe episodes of depression,Psychosocial stressors have no influence on manic episodes,Hypehyroidism causes rapid-cycling bipolar disorder in females,Mood disorders often have seasonal patterns,4
2b9abf9b-4b92-4faf-9efb-ae88fece24e5,Ekbom syndrome is referred to as:,Delusion of infestation,Delusion of persecution,Delusion of love,Deletion of infidelity,1
ceefd105-8514-41d8-936a-1c3cfb45131f,Confabulation is typically seen in,Mania,Depression,Alcoholism,Delirium,3
98cd42f8-6261-42c4-8ddc-eb2315b657d0,"A patient was brought with coarse tremors, arousal, sweating, irritability and tachycardia. History of daily alcohol intake is present. The diagnosis is",Alcohol withdrawl,Delirium tremens,Korsakoff's psychosis,Opioid withdrawl,1
5e4d2fdd-8412-49dc-804a-7207fded32c8,Irresistible urge to do a thing repeatedly is seen in,Obsessive - compulsive disorder,Schizophrenia,Schizoaffective disorder,Depression,1
439bfab5-d21b-4c13-9e54-7d5d470299b6,"All of the following agents are used in the treatment of alcohol dependence, except -",Flumazenil,Acamprosate,Naltrexone,Disulfiram,1
41732901-93eb-4ce5-ba9b-c266dd86052e,"Mr. Ramesh a business man has taken multiple bank loans from a nationalized bank and unable to make payments. He has been brought for psychiatric evaluation as recently he has been denying any memory of taking loans from the bank. Interestingly, all other memory functioning is pretty intact. This is suggestive of:",Dissociative amnesia,Dissociative fugue,Dissociative identity disorder,Dissociative autonomic dysfunction,1
a5df6ce6-8aea-41f2-98ab-c3ab970c331c,Waxy flexibility is a characteristic sign of:,Excitatory catatonia,Stuporous catatonia,Obsessive compulsive disorder,Paranoid schizophrenia,2
fdeb03bf-d572-4426-a0ae-d36a18106e6a,Severe mental retardation is -,50-70,35-50,20-35,<20,3
a60c71e1-7f97-4fa2-8d16-19ba2b4bd8c1,Which of the following feature of Conduct disorder is more commonly seen in boys in comparison to girls?,Run away from home,Emotional bullying,High risk sexual behavior,Physical aggression,4
1b5ae4f3-aeba-4c1a-9ff7-e02835b5b3e4,A software engineer had financial losses. After that he went to a new place  and changed his name and started the career as a cab driver. He had no knowledge about his past life. Diagnosis:,Ganser syndrome,Dissociative amnesia,Dissociative fugue,Dissociative identity disorder,3
66acb74d-aeee-4111-b079-bd3e9a2e1923,Sleep waves in the hippocampal area are -,Delta,Theta,Beta,Alpha,2
66ac1da5-fb18-45b5-b7d4-a9f51e3c062f,A well-dressed man came with a feeling of women trapped in man-body is suffering from,Paraphilia,Toucherism,Gender identity disorder,Frotteurism,3
fd6e108c-cc1f-42f2-98dd-b4ee53b1aed7,"According to Mental Health Care Act, 2017, the punishment for suicide attempt is:",1 year imprisonment,3 year imprisonment,5 year imprisonment,None of the above,4
caf8116d-d06b-4161-9dd7-b3bf611dacf6,Classification of diseases by WHO is under,ICD,DSM,ICF,CDC,1
dfcad8ba-e683-4844-82fb-c3a9e53ef2b5,"A 38-year-old woman with bipolar disorder has been stable on lithium for the past 2 years. She comes to her psychiatrist's office in tears after a 2-week history of a depressed mood, poor concentration, loss of appetite, and passive suicidal ideation. Which of the following steps should the psychiatrist take next?",Sta the patient on a second mood stabilizer,Sta the patient on a long-acting benzodiazepine,Stop the lithium and sta an antidepressant,Sta an antidepressant and continue the lithium,1
aa24a3ad-1334-44d0-b5e9-3716705e1e2b,Microcephaly is seen in,Autistic disorder,Heller's disease,Rett's disease,Asperger's syndrome,3
a7991f35-a62d-4f53-9661-89cc21d438e4,Visual hallucinations are seen in all except,Delirium,Depression,Schizophrenia,Alcohol withdrawal,2
6db27e82-f911-4b6c-8d63-1cf4a7f57e3f,Yawning is a feature of:,Alcohol withdrawl,Cocaine withdrawl,Cannabis withdrawl,Opoid withdrawl,4
e80715e0-8a84-4dff-accd-790f595ff882,A student unable to deliver speech beforeaudience is suffering from ?,Social phobia,OCD,Agoraphobia,Claustrophobia,1
e0818b49-ed04-479e-9dd1-e951a429d11d,Which of the following is the poor prognostic factor for OCD?,Magical thinking,Di contamination,Pathological doubt,Hoarding,2
ebdf4c30-562c-438c-b48c-54480f747013,A 25 years old male c/o recurrent abdominal pain but biochemical assays and ultrasound abdomen is normal. He also complains of constant headache. He suddenly complains of loss of vision of bilateral eyes. Ophthalmologist finds nothing on examination. Symptoms are most probably due to ?,Bilateral optic neuritis,Posterior inferior cerebellar aery infarct,Malingering,Factitious disorder,4
0e6c20c7-6621-4cf4-aedd-3f645bfdc5b1,Disulfiram like reaction is seen with:,Metronidazole,Benzodiazepine,Fluoxetine,Acamprosate,1
29fdc667-6fbe-481a-9b94-0728e5f3921f,Punch drunk is boxers is a type of,Delirium,Dementia,Disability,Depression,2
9e758ccb-3bcc-461d-a31b-0feb910ee961,Phantom limb is an example of disorder of:,Thought,Perception,Cognition,None of the above,2
d2dcc86b-78ea-42a1-8aa2-e1067412c078,Most impoant receptors involved with schizophrenia are?,GABAA,"GABA,,",DZd,5-HT,3
daedf45e-0361-477c-8714-348be4213845,Dysthymia is -,Chronic mild depression,Chronic severe depression,Bipolar disorder,Personality disorder,1
70aba217-cb64-4a29-9e51-09e549b99033,"Characterized by chronic, multiple tics ?",Parkinson's disease,Wilson's disease,Shy-Drager syndrome,Tourette's syndrome,4
c6f64542-a63d-4a11-95fb-8d59c0ff55f5,"A young patient was admitted to hospital with acute psychosis. He wakes up and asks for his wife who was there in the same room in the same area. Upon seeing her, he staed beating her thinking that it was nurse who was masquerading as his wife. He also said she was the same nurse who gave him wrong medication 2 days back and now now wants to harm him again. Likely diagnosis?",Capgras syndrome,Fregoli syndrome,Delusion of subjective doubles,Othello syndrome,1
cf2868bf-f392-4658-93fa-4023f0b735dc,"Which of the following personality disorders is characterized by pervasive pattern of grandiosity, lack of empathy, and need for admiration?",Narcissistic,Borderline,Anankastic,Schizotypal,1
5fb43050-94ad-459e-9db0-f5b0d24c5a2d,Which is not a serotonin-norepinephrine reuptake inhibitor,Paroxetine,Miazapine,,Venlafaxine,1
fc1f8c2a-7272-4a36-b20d-870a3d22a060,A 20-year-old boy complains of hearing of voices and aggressive behavior for last 2 days. He had fever before the onset of these symptoms. The family members report that he has been muttering to self and gesticulating as if he is talking to someone. There is no history of any past psychiatric illness. The likely diagnosis is:,Dementia,Acute psychosis,Delirium,Delusional disorder,2
f275664a-20b9-42d5-9e35-ad96191b858a,Most common type of post puerperal psychosis is:,Depression,Anxiety,Mania,Suicide,1
5526701d-6cdd-4f41-9f0d-8921e8b8cc02,"A 60-year-old man is brought to a psychiatrist with a 10-year history, that he suspects his neighbors and he feels that whenever he passes by they sneeze and plan against behind his back. He feels that his wife has been replaced by a double and calls police for help. He is quite well-groomed ale, occasionally consumes alcohol, likely diagnosis is:",Paranoid personality,Paranoid schizophrenia,Alcohol withdrawal,Conversion disorder,2
bb075dfd-f8c7-4e07-882f-dbb93d382f14,Alexithymia is -,A feeling of intense rapture,Pathological sadness,Affective flattening,Inability to recognise and describe feelings,4
055dbeb3-89c2-4aaf-b196-b0a836199ffb,"A 3 year old girl with normal developmental milestones except that she staed speaking by the age of four. She does not play with other children and wants to eat, play and sleep in her own way. She often has temper tantrums related to any new changes. What is the likely diagnosis?",ADHD,Autism,Specific learning disorder,Mental retardation,2
6d718bd5-694b-491f-8b5d-af86fdbf49ae,Suicidal tendencies are least common in,Alone,Depression,Male,Married person,4
c1c1d5f4-5aa6-42bb-ab05-2fb9ea5bbbc1,Which of the neurological-biochemical abnormalities is associated with autistic disorder?,Seizures,ventricular enlargement,EE abnormalities,All of the above,4
c78bdd76-a5e9-4a68-82b2-b11c91a6d054,Wernicke's encephalopathy can be prevented by :,IV saline,Large amounts of glucose,Thiamine supplement,Imipramine,3
68c854bc-5abf-4d40-b709-b2c425eb3e7c,Patient with IQ of 60 has,Severe MR,Profound MR,Moderate MR,Mild MR,4
eff7f46b-6784-48ca-a7af-217be3aad462,Which personality disorder of DSM-IV is not classified as PD & is placed with schizophrenia in ICD 10 -,Schizoid,Paranoid,Narcissistic,Schizotypal,4
